lam,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294
QP38,446.436,437.888,377.376,360.372,997.728,1003.788,697.756,623.372,656.284,679.38,585.92,602.436,548.1,494.216,476.744,663.18,1133.112,817.448,795.724,1260.32,689.98,656.908,886.032,941.388,1023.316,999.752,1644.888,1139.728,1067.176,1064.592,803.752,722.852,1081.92,1107.452,722.06,1051.324,1172.224,1249.772,1268.68,1471.64,1023.624,1095.228,877.224,1189.26,859.744,609.292,834.944,890.336,678.816,615.788,654.524,554.944,541.348,451.996,513.18,369.388,442.312,297.292,282.516,851.68,783.932,1095.872,1047.74,994.048,935.276,927.172,928.072,190.092,294.512,358.192,409.644,410.032,380.796,372.588,270.124,324.26,944.24,1181.276,1136.336,1183.868,1340.412,1172.488,914.808,747.508,597.944,605.128,557.14,676.044,475.592,572.384,832.216,778.192,993.44,821.82,332.388,487.712,961.46,1047.252,895.716,882.568,942.024,717.788,764.112,1080.04,1216.7,1304.72,1324.936,749.152,649.02,902.46,487.64,254.268,386.028,574.576,632.792,444.14,436.408,506.228,635.788,479.216,347.292,708.52,1214.784,1385.664,1231.972,1960.72,1359.544,1389.064,776.32,643.568,695.564,516.864,367.988,329.696,360.236,390.38,430.64,337.752,375.796,360.056,983.176,1509.624,1568.024,1576.42,1496.944,776.164,490.86,320.512,265.56,315.832,592.348,1106.38,841.572,454.816,412.516,335.292,817.14,1165.764,1442.332,445.244,1410.232,1163.632,1176.692,1544.608,987.976,261.24,182.228,320.372,362.352,339.056,193.388,194.804,272.7,618.74,316.312,289.716,468.3,670.988,773.124,1230.836,1059.628,760.96,588.916,793.176,814.344,630.76,469.592,453.284,463.796,450.484,325.136,370.84,368.376,397.008,327.832,268.96,284.828,334.996,463.008,513.868,577.256,296.292,289.956,586.876,1059.928,753.908,616.232,290.2,368.856,441.44,450.948,457.632,445.096,391.156,477.988,481.26,509.74,532.98,511.108,395.704,394.208,538.092,600.808,882.772,930.36,1167.452,670.912,665.936,570.148,438.016,332.88,736.828,780.176,809.108,512.308,558.484,555.672,479.916,462.908,605.344,663.272,748.456,690.136,729.372,715.476,612.056,755.536,810.736,886.812,817.016,751.44,553.748,521.924,351.984,493.34,676.816,693.188,605.864,627.18,357.384,389.632,441.928,921.804,1109.1,928.044,892.072,1379.796,896.1,589.532,291.548,124.892,211.988,239.012,215.44,449.064,601.628,478.852,1442.032,1911.196,1038.712,988.192,939.46,640.516,854.88,566.668,497.304,553.828,713.448,602.044,525.332,653.324,617.644,454.848,440.404
QP42,314.388,295.812,255.18,212.924,606.072,677.892,491.924,427.536,444.544,464.028,393.256,417.448,378.752,356.592,335.584,494.788,804.136,554.116,537.016,798.652,451.58,435.616,572.6,615.708,678.372,666.944,1100.3,749.244,712.412,718.628,544.568,473.576,680.936,730.936,496.384,725.52,721.728,826.1,891.204,1024.364,670.952,741.708,593.488,778.708,569.9,426.456,580.7,607.612,466.012,415.64,432.74,349.904,334.884,276.564,323.08,237.56,291.208,200.168,176.748,464.364,423.384,620.7,597.96,593.72,544.736,563.692,571.352,120.872,191.452,234.892,276.248,270.42,252.1,243.456,166.164,196.972,583.712,712.628,690.08,706.256,819.432,715.84,567.876,459.084,380.4,378.344,352.74,422.48,283.164,346.728,491.852,432.256,563.4,485.684,207.12,283.196,579.576,636.044,529.98,524.7,572.328,413.244,375.252,584.26,706.1,792.732,824.152,475.908,429.856,585.848,324.848,185.012,298.684,456.884,435.788,321.776,290.596,354.416,475.84,353.22,257.916,494.256,811.792,967.612,808.392,1348.972,917.628,901.056,521.6,428.38,462.4,360.636,268.528,241.292,265.044,288.236,324.66,234.724,262.876,245.936,705.984,1089.004,1144.104,1171.588,1116.78,558.524,337.54,228.796,184.312,224.252,428.384,793.8,624.56,330.724,286.28,247.472,601.912,867.048,1036.94,329.224,1055.068,853.468,876.452,1147.504,709.312,182.58,124.992,225.268,255.484,239.776,125.644,129.396,192.248,424.5,216.704,195.54,330.532,459.06,538.644,838.8,729.86,491.628,398.224,548.924,565.544,442.9,352.892,298.976,322.78,315.832,223.016,240.456,242.284,254.184,223.116,170.084,186.684,220.692,295.58,380.668,445.76,215.416,209.62,411.84,773.616,546.484,432.764,202.532,257.184,311.176,323.852,338.528,319.628,279.42,338.404,341.384,372.476,377.02,364.416,271.336,278.344,386.84,424.556,634.552,661.232,834.18,454.54,472.692,410.552,300.816,223.216,491.532,499.168,509.88,329.552,358.344,378.592,332.456,345.284,370.144,394.224,455.664,435.068,426.756,432.48,308.64,439.4,504.636,508.124,487.3,470.592,357.036,332.82,247.148,338.64,445.084,479.76,434.56,427.04,233.24,253.812,286.56,605.248,787.628,700.024,665.544,1012.988,681.792,447.084,219.232,94.936,151.916,176.664,158.276,337.184,462.208,363.828,761.584,1082.044,721.492,714.128,641.792,451.216,606.348,392.892,343.548,389.828,487.08,426.356,379.188,452.332,407.964,290.736,282.588
QP48,177.636,163.048,138.792,104.852,234.248,309.196,272.884,211.288,229.984,229.66,188.244,233.676,217.832,204.136,188.24,305.768,461.864,296,287.492,384.968,228.64,241.688,289.912,291.724,329.132,347.844,521.624,381.308,369.848,372.556,291.02,246.764,331.18,377.52,267.024,387.924,351.916,424.148,488.584,544.04,345.936,390.776,309.88,385.708,283.028,228.068,304.44,339.912,240.26,211.664,224.432,176.224,155.732,130.532,153.304,120.852,156.464,112.276,102.912,188.556,167.604,268.968,271.744,269.964,267.948,282.668,282.128,63.896,93.56,121.788,142.944,138.948,125.592,119.612,87.244,98.44,275.044,334.4,328.004,328.148,380.128,349.056,294.66,235.592,200.264,200.804,186.704,220.348,150.484,171.412,243.828,203.192,261.496,237.704,110.324,141.856,279.66,313.4,248.128,245.736,266.892,191.576,129.252,200.68,273.296,343.468,367.62,230.26,228.628,278.616,173.612,120.3,192.052,288.148,250.416,192.512,167.696,196.772,297.888,219.844,165.968,271.864,422.416,544.264,392.692,701.772,454.888,423.4,271.86,229.036,252.532,210.32,166.136,152.804,168.544,183.1,189.548,130.832,163.504,139.672,411.372,648.608,666.008,719.236,685.948,308.836,188.18,135.76,109.968,134.144,258.908,485.212,381.124,214.16,162.256,157.052,375.068,534.068,634.448,188.236,667.176,528.468,534.5,675.664,418.116,109.236,73.992,135.68,151.752,148.524,77.096,72.224,116.648,240.38,130.868,116.796,195.944,246.824,310.54,447.748,391.496,227.444,198.996,287.1,306.824,230.2,215.284,159.26,177.496,177.16,123.752,123.508,125.044,125.164,124.016,84.676,101.848,116.28,152.856,231.736,305.188,138.08,129.42,236.508,463.688,322.576,250.208,121.692,152.272,174.444,181.432,202.032,192.112,164.644,201.816,193.476,212.748,207.096,202.08,152.616,162.332,207.78,243.364,373.372,390.328,495.336,254.828,253.344,236.564,161.368,114.716,261.408,241.528,249.936,170.852,189.384,209.044,193.516,210.976,182.052,191.664,215.832,215.576,210.932,211.22,144.288,214.668,256.42,231.668,258.284,271.532,193.372,181.468,148.604,189.744,243.34,264.564,250.26,235.876,126.956,134.936,149.704,278.2,454.516,426.372,395.608,549.44,434.776,287.616,143.248,64.98,99.14,112.56,99.928,219.552,325.648,246.832,328.832,454.4,406.348,423.324,405.528,270.208,358.592,223.592,195.444,223.048,269.528,239.044,215.084,235.384,225.72,155.12,146.784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP22,42.068,41.336,40.996,234.428,550.048,286.964,93.764,106.076,133.604,145.504,141.78,139.372,145.952,59.496,75.176,71.788,80.144,87.604,97.824,101.2,100.88,98.672,96.36,90.904,97.248,97.38,96.772,98.58,96.296,149.936,836.756,550.636,1100.808,1222.364,323.252,146.392,286.988,309.216,299.716,296.42,275.248,456.86,654.956,515.624,660.828,795.94,1209.44,800.492,611.472,557.596,435.996,516.94,921.184,682.964,828.416,1121.596,1286.62,1173.052,1198.784,1312.788,1161.376,959.2,703.82,923.768,743.064,343.26,954.16,950.224,424.52,211.248,214.328,203.736,176.868,144.512,574.372,1330.616,1315.456,1231.796,1213.552,1286.28,987.924,1006.132,1003.484,1577.62,570.448,108.2,15,16.168,18.288,23.608,35.176,107.356,146.984,42.552,43.252,45.768,47.68,48.704,50.304,50.176,52.944,56.056,55.116,57.724,59.52,59.556,59.464,63.852,64.04,64.144,64.56,64.284,272.928,410.576,733.2,1129.02,1157.656,1659.412,1452.652,1116.828,722.044,1853.46,2024.888,1868.848,1750.404,686.016,1300.244,1448.748,1201.2,1387.512,1434.76,1500.272,1327.544,1020.608,399.308,336.612,387.852,319.68,503.824,1019.68,1086.472,1322.944,1724.18,1854.464,2164.332,741.464,1887.872,2781.792,2910.028,2838.924,2862.856,2582.704,2358.96,2168.936,1461.888,1481.3,1901.816,1592.248,899.572,566.184,571.568,538.38,704.384,656.764,573.704,374.32,491.396,442.792,680.324,683.1,1351.452,1890.756,1671.048,1215.996,999.852,798.908,878.488,953.188,1089.928,1236.724,1338.092,1259.748,1288.688,1422.236,1412.488,1301.368,1025.456,905.7,261.424,483.26,727.512,903.252,636.728,1101.276,1072.34,784.28,907.436,619.516,573.992,908.06,990.52,721.656,983.368,1185.804,1318.088,1175.28,806.456,628.22,995.472,797.736,813.848,700.32,670.5,592.26,451.536,240.032,237.196,250.184,244.664,250.368,251.432,422.604,438.372,671.924,652.576,614.416,567.696,686.604,668.204,391.868,336.92,199.236,328.608,640.464,1195.952,1230.492,1328.656,852.588,890.108,1214.664,1264.488,1153.1,1339.208,1538.112,1278.896,1288.14,561.328,2064.9,2025.476,1946.916,2281.464,2458.716,2619.476,2893.236,3067.228,3223.432,3539.112,3667.328,3780.42,2849.196,901.668,1060.172,1055.956,1121.18,654.704,374.184,689.104,862.392,4058.968,3322.448,2034.716,705.46,902.244,1244.748,1365.476,1293.688,1262.888,886.5,445.216,724.572,849.372,852.556,691.692,895.496,1225.04,1546.688,1665.628,1437.296,1036.372,540.1,545.728,570.548,586.944,593.128
QP28,24.18,27.592,26.448,106.456,241.912,129.752,46.656,51.628,68.604,72.424,69.128,68.96,73.416,36.176,41.48,41.308,45.536,45.252,49.74,50.328,51.476,49.992,47.492,46.716,49.604,49.608,48.84,50.92,49.14,65.712,351.64,219.232,460.224,552.804,113.592,44.096,109.376,126.776,119.396,115.648,109.68,189.488,270.372,203.012,270.516,341.068,502.444,331.604,246.76,227.904,195.264,203.292,271.836,248.348,299.856,408.52,502.404,445.836,462.732,524.192,433.536,382.484,302.98,371.064,300.68,138.18,382.528,370.124,162.336,73.156,68.6,66.064,57.276,48.016,224.452,555.48,555.364,517.784,509.168,533.736,409.384,437.988,420.524,700.516,236.684,52.412,10.112,11.028,11.86,13.576,19.576,56.92,76.896,22.604,23.136,23.748,24.648,25.276,26.332,25.712,27.36,28.336,28.056,29.056,30.12,30.32,30.064,32.524,32.728,32.312,32.676,32.964,110.824,165.116,321.652,523.576,519.112,780.248,665.728,477.748,305.12,923.42,999.888,884.604,810.932,284.448,565.46,642.932,514.508,520.372,575.28,633.6,521.652,400.532,151.976,129.764,158.78,122.056,195.276,397.496,422.388,523.688,695.144,757.972,914.964,313.368,908.508,1375.572,1437.24,1415.36,1407.316,1261.444,1139.076,1049.732,725.328,764.804,977.228,807.528,383.704,205.216,230.776,240.696,312.876,293.24,255.524,168.824,221.184,181.444,302.792,293.62,628.876,899.916,808.676,612.796,494.94,304.388,301.756,330.012,390.46,457.772,504.988,443.912,474.764,521.324,559.7,546.92,447.276,396.436,118.976,221.616,338.772,413.464,313.424,506.684,488.688,403.284,461.864,298.436,286.552,427.872,485.38,338.24,479.856,587.236,633.992,553.604,385.616,261.7,486.376,383.832,332.472,250.456,242.208,217.552,167.916,99.944,99.404,101.484,103.704,102.856,103.976,196.816,200.768,310.88,302.832,307.32,273.02,339.988,315.776,180.856,156.956,94.28,156.968,258.476,444.516,460.336,527.044,374.296,410.388,575.448,592.548,539.02,632.368,733.052,577.208,587.952,257.432,925.084,896.36,839.656,998.736,1057.552,1134.948,1299.636,1434.36,1466.22,1583.044,1649.032,1717.76,1310.928,436.336,504.736,509,551.636,306.456,151.996,338.144,419.672,2022.964,1614.08,966.352,324.328,386.732,507.94,539.296,511.388,479.552,338.148,182.868,304.224,321.696,306.832,280.692,374.736,542.636,710.928,776.928,653.224,451.856,205.652,211.188,218.34,228.412,229.836
QP34,20.36,24.184,21.7,49.396,104.024,57.784,27.244,30.764,40.744,42.364,41.02,40.44,43.316,23.14,27.36,27.12,26.852,29.552,31.136,31.532,32.232,31.176,30.284,29.036,31.52,30.908,30.664,31.716,30.584,37.296,164.08,91.908,207.98,253.488,49.884,18.172,47.116,55.532,52.732,50.06,47.332,80.42,113.332,79.088,105.66,147.444,182.432,136.608,108.976,106.404,98.78,94.72,105.38,91.088,117.596,154.868,204.164,179.904,187.884,213.088,169.48,162.344,141.904,152.752,131.28,67.888,162.256,153.376,70.356,34.224,31.148,30.644,26.34,23.748,92.812,218.144,223.632,207.5,209.228,218.196,169.544,200.196,176.024,298.432,101.552,27.88,8.352,8.24,8.764,9.492,12.024,31.176,46.072,14.972,15.02,16.136,16.028,16.416,17.424,16.76,17.3,18.148,17.856,18.488,19.252,19.624,19.324,20.288,20.868,20.184,20.34,20.26,57.104,83.624,148.836,251.784,242.316,355.336,308.548,203.992,136.264,452.4,474.52,408.188,382.568,121.828,238.156,290.52,218.432,209.352,231.996,269.712,215.564,160.284,66.76,57.112,71.956,57.268,80.328,171.172,187.528,221.096,276.932,301.7,372,139.8,438.576,663.728,676.224,662.68,661.748,606.524,545.172,500.636,366.864,398.164,513.992,423.428,185.972,98.696,114.14,123.144,157.436,151.76,132.5,92.604,110.752,92.528,145.48,134.984,292.5,423.82,393.38,320.22,262.116,133.948,118.72,130.976,153.94,184.384,206.524,184.992,200.36,218.64,236.328,239.076,212.576,187.796,65.432,118.152,167.308,202.844,166.124,256.756,247.584,223.028,241.308,158.216,162.22,213.472,256.104,176.456,247.856,294.644,309.156,284.16,207.344,125.64,247.884,209.06,155.7,105.76,100.388,88.852,72.632,46.864,46.52,46.864,48.116,48.044,48.868,97.936,103.168,156.876,152.36,159.796,143.564,186.144,158.28,88.456,76.972,46.532,78.06,114.94,187.644,190.84,223.028,173.444,198.912,281.244,292.68,260.812,309.176,359.192,260.528,262.584,117.576,384.612,372.308,347.02,424.812,444.636,475.928,554.228,606.352,611.688,668.048,698.484,734.016,577.848,226.372,254.372,259.088,280.576,156.42,73.84,172.184,216.48,931.72,724.292,427.94,162.548,181.012,228.836,235.448,213.316,194.212,141.696,89.736,145.992,151.66,145.78,131.556,175.292,251.128,337.332,364.8,302.196,204.776,91.656,93.352,97.016,100.108,100.412
QP38,13.02,16.128,15.02,32.012,59.652,33.072,19.408,22.332,31.18,31.72,31.144,31.664,29.964,18.972,22.84,22.252,19.508,23.184,23.888,24.396,24.852,23.784,23.68,22.996,24.744,24.012,23.612,24.692,23.396,27.764,100.052,51.028,122.86,148.252,33.848,12.864,27.78,32.724,31.084,29.504,28.368,47.34,63.2,43.24,55.476,81.412,89.268,82.352,66.316,66.668,68.004,62.064,61.228,44.296,61.256,86.368,117.012,104.484,107.92,118.74,96.432,93.076,86.016,87.812,77.048,45.692,95.304,89.88,45.044,21.6,20.36,20.636,19.024,17.112,48.836,110.736,115.576,109.256,109.992,112.796,91.14,120.176,100.624,165.124,58.928,21.264,8.612,8.092,7.812,8.212,10.116,22.06,35.3,13.428,13.76,13.708,14.42,14.62,15.396,14.972,15.108,15.428,15.88,16.352,16.252,16.656,16.892,17.552,17.024,16.6,17.268,17.38,38.284,54.216,87.172,155.012,146.564,206.08,180.784,114.404,78.432,272.668,280.956,236.04,231.892,66.94,128.936,170.496,124.548,119.608,127.044,149.068,125.08,87.032,38.02,34.072,43.852,39.008,43.864,103.392,112.032,133.42,155.156,166.2,197.96,81.508,262.464,387.144,378.504,369.784,372.052,355.532,319.784,294.896,225.132,254.276,324.1,266.96,119.092,61.22,72.768,83.996,105.936,104.324,90.988,64.248,74.716,62.648,89.912,80.264,168.616,248.056,241.428,208.912,170.476,83.008,70.28,77.432,89.012,106.088,117.728,102.752,110.992,115.088,122.196,130.924,122.548,111.752,45.756,77.728,106.028,129.82,114.904,164.092,160.92,153.364,155.316,106.624,112.948,136.952,170.584,118.096,163.136,184.444,193.404,183.9,138.54,78.928,161.316,141.824,100.68,61.956,59.324,51.6,43.884,29.04,28.796,29.216,29.64,29.64,30.048,61.492,69.32,103.9,99.56,108.348,94.94,125.492,102.02,54.772,48.748,30.864,50.084,68.292,113.108,112.728,128.12,106.552,125.24,174.912,182.292,161.7,191.476,220.416,151.936,153.204,67.692,216.908,208.792,193.652,231.46,245.84,260.204,301.012,342.092,342.64,376.136,388.36,406.104,328.652,147.32,163.928,164.9,181.124,102.26,48.348,114,143.092,492.884,376.92,234.244,101.736,110.068,133.472,133.532,122.644,110.32,82.564,59.74,91.7,92.204,89.224,81.672,107.476,151.58,204.532,221.216,180.92,120.98,54.376,54.08,55.76,57.296,57.992
QP42,11.456,12.532,12.008,20.072,36.464,20.948,13.764,16.26,22.236,22.024,21.904,22.292,19.74,14.352,17.412,17.392,14.9,18.652,19.424,19.324,19.62,19.108,19.024,18.828,19.572,19.144,18.844,19.38,18.148,21.832,61.728,29.548,73.736,85.976,23.184,10.116,16.788,18.98,18.944,18.052,17.704,28.332,35.068,23.336,32.564,45.148,47.244,51.984,42.276,44.216,48.128,41.308,34.904,22.9,29.144,52.636,71.096,64.704,67.456,72.36,58.62,56.184,55.064,52.704,47.032,33.82,58.272,55.196,28.54,15.78,15.168,13.904,13.98,13.288,27.28,53.36,57.432,56.064,57.044,57.168,50.608,71.072,59.836,91.364,35.728,17.324,7.784,6.872,7.208,7.756,8.664,16.504,26.16,11.348,11.32,11.476,11.636,12.184,12.56,12.504,12.42,12.872,13.376,14.184,13.248,14.064,14.032,14.708,14.248,14.212,14.504,14.46,26.728,35.124,51.896,96.428,90.148,120.48,104.752,65.404,46.712,161.736,164.036,136.06,138.008,39.188,71.2,102.436,73.432,68.388,67.72,79.228,71.5,47.14,23.652,22.536,28.108,27.304,25.604,62.868,69.02,79.288,88.78,91.468,107.172,47.624,157.476,218.444,199.184,192,197.512,198.34,179.436,168.428,141.012,161.056,202.416,167.02,75.792,37.268,46.144,59.316,74.764,70.684,63.68,45.948,52.6,44.112,57.368,49.72,93.84,144.276,147.16,138.212,115.004,51.568,43.832,48.176,54.496,63.568,70.272,60.52,65.488,64.644,65.388,68.488,64.552,63.232,32.636,51.356,68.348,90.156,81.484,109.104,107.316,107.472,102.076,76.972,84.008,93.112,118.6,83.348,110.732,114.136,120.552,121.568,96.768,51.06,106.056,100.964,67.752,38.964,37.792,34.016,28.78,20.088,20.052,20.228,20.46,20.264,20.704,41.548,48.984,71.508,69.788,77.588,63.632,87.116,69.228,34.248,30.624,21.336,33.36,43.076,69.46,67.024,73.38,64.508,80.384,109.812,114.936,101.708,118.904,135.996,91.348,90.776,37.756,113.28,103.444,92.24,112.44,126.276,133.968,156.908,194.34,200.72,216.796,222.076,219.476,182.868,98.08,106.6,108.476,118.812,68.988,33.34,76.456,96.536,225.08,177.104,123.8,63.8,66.184,75.576,74.476,71.472,65.676,51.508,40.772,60.82,53.524,50.2,52.208,66.624,92.604,125.268,133.64,109.324,72.004,29.048,28.916,29.212,30.2,30.924
QP48,8.46,9.5,8.716,12.552,19.232,12.664,9.06,11.112,13.884,14.196,14.304,13.864,12.54,9.816,11.564,11.604,10.016,13.952,14.164,13.86,14.308,14.124,14.004,13.908,14.032,14.268,13.892,14.236,13.716,15.928,30.256,15.444,33.128,37.244,12.96,8.992,10.256,11.128,10.956,10.38,10.268,15.08,15.824,10.684,13.736,18.848,19.496,25.136,20.86,22.652,28.956,25.44,17.076,12.468,13.196,23.548,29.872,29.94,31.74,33.416,26.208,28.432,30.368,24.62,22.48,21.596,27.836,28.744,15.28,10.48,10.672,10.856,10.756,10.24,13.96,18.12,19.752,21.192,21.7,20.196,21.144,36.052,29.936,35.4,18.348,10.808,6.928,7.804,7.216,7.712,7.808,11.58,17.22,9.212,9.624,9.6,9.332,9.904,9.812,10.144,10.044,9.516,9.644,10,9.94,9.728,9.688,10.224,10.572,10.144,10.86,10.256,15.952,18.948,24.032,45.52,42.548,54.22,46.592,28.108,23.336,68.468,69.296,54.4,61.22,20.808,31.6,46.792,37.128,25.328,24.884,29.192,29.252,20.092,13.052,13.648,15.708,17.016,12.632,29.08,33.556,36.552,40.144,39.568,42.184,22.332,66.516,81.128,62.804,58.028,61.884,71.844,66.924,65.688,70.644,83.744,98.784,84.204,39.736,17.768,24.176,32.452,41.104,38.56,36.936,28.348,29.876,24.848,27.172,22.608,34.96,56.908,66.364,71.056,62.028,25.908,17.132,20.116,23.268,27.54,29.096,25.372,27.804,27.504,28.372,28.676,25.1,26.416,19.376,27.66,36.32,53.044,50.412,57.824,56.612,60.528,54.672,47.992,51.64,51.492,64.952,48.256,57.544,52.652,55.188,62.216,55.264,28.376,54.224,60.176,37.336,20.948,19.888,18.616,16.488,12.22,12.624,12.38,12.28,12.712,12.476,22.784,27.36,41.392,41.528,45.444,34.924,46.936,37.12,18.344,16.944,12.788,17.204,21.944,30.868,28.752,30.648,31.932,40.532,53.272,57.66,48.116,56.452,63.704,41.16,43.116,17.244,35.164,32.344,29.176,35.552,38.768,39.836,50.064,62.548,68.044,72.116,71.072,70.16,64.076,53.128,54.34,58.66,63.212,39.02,19.308,41.312,52.412,46.488,42.424,39.396,29.064,28.472,27.784,29.928,30.836,29.564,24.04,23.392,31.844,23.444,22.584,26.856,32.316,45.812,57.82,62.424,52.204,36.52,14.176,14.124,14.408,14.488,14.832
